문장,긍정 확률,star,result
평점 너무 낮아서 기대안하고 봤는데 재밌었음  편과는 다르지만 감독의 뚝심있는 가치관이 잘 전해진듯 ,0.9919804334640503,8,8.0
재미있게 잘 봤습니다 ,0.9924001693725586,7,7.0
이정도면 평점 테러다 ,0.2243710309267044,9,2.0
추석에 개봉 타이밍 잘잡았네 ,0.433815598487854,7,3.0
한국영화 드라마에서 최소 다섯 번은 본 듯한 오프닝 장면 조연들 비중이 적어서 아쉽다 ,0.6133270859718323,5,3.0
실망입니다 이도 저도 아닌 영화 ,0.007207494229078293,2,0.0
평점이 너무낮아 볼까말까 망설이다가 추석연휴 끝나고 봤는데 평점을 너무 짜게 메기셨나봐요 이정도영화면점정도는 나와야 ,0.8325099945068359,8,7.0
재미있었습니다만웃음 타율이 너무 낮고 전작에 비해 통쾌함이 너무 부족하네요일단 관객이 베테랑이란 작품에 뭘 기대하는지를 놓치고 있는 듯 합니다 ,0.18448223173618317,6,1.0
난 재밌던데 쿠키있음내용이 뻔해도 생각없이 볼만함 ,0.992308497428894,10,10.0
그래서 왜 흑화했는데 ,0.09473029524087906,4,0.0
처음엔 좀 정신사납다 싶다가 정해인 액션이랑 연기보면 다 용서가 됨 남산씬 진짜 대박 ,0.9922986626625061,10,10.0
이도 저도 아닌 어설픈 스토리와 배역 ,0.007629822939634323,6,0.0
눈이 많이 돌으셨다 서사가 없어서 매력적으로 보이기도 하는 빌런 ,0.7836626768112183,6,5.0
이런 영화가 만 만이라니 ,0.07166165113449097,5,0.0
배우들이 연기를 잘하시기는 하는데 정해인 배우님의 캐릭터의 개연성이 부족하지 않았나 싶습니다 ,0.07988940179347992,5,0.0
너무 재미없어서 본 게 후회되는 영화에요 ,0.008240118622779846,1,0.0
배우들 연기 좋았고 전개 속도감 있었고 액션 맛있었고 뭘 더 바랄까 ,0.9921843409538269,10,10.0
모르면 외워라 액션은 류승완이다 ,0.6865985989570618,10,7.0
흠 할말이 없다 아쉬운 사람이 더 많겠지 ,0.12895122170448303,6,1.0
서사없는 악역 몰입감 떨어지는 연출 중구난방 스토리 ,0.007343591190874577,6,0.0
칸에서 틀 정도는 아니고 편보다도 별로 기대 안 하고 보면 괜찮게 볼 만함 ,0.7643448114395142,8,6.0
기대가 없었다면 실망감도 작았을 것 같다 ,0.20393827557563782,7,1.0
너무 별로여서 생각해 보니 베테랑  유아인밖에 기억에 안 남는 영화였다 ,0.017988234758377075,1,0.0
가족들 모시고 갔는데 재미없다고 중간에 나가시려고해서 좀 애먹었어요 ,0.13877978920936584,4,1.0
재밌기만 하던데 평점이 왜이런거지기대를 안하고 봐서인건지 나는 너무 재밌게봤음 정해인 색다른 연기가 너무 인상깊었음  연기가 진짜 많이 늘었더라구요걱정과는 달리 스토리도 탄탄하고 하품한번없이 집중력떨어짐도 없이 끝까지 완존 몰입해서 보고 나왔음 ,0.991571307182312,10,10.0
연휴때 개봉한 영화는 모두 걸러야함 범죄도시 베테랑 공지왜 분위기는 세인데 자꾸 웃기지도 않은 코믹넣어서 유치하게 만드냐 ,0.01496954821050167,1,0.0
폭력적 정의의 관성을 온몸으로 받아내 보는 서도철의 고난 ,0.6884522438049316,9,6.0
다른배우들이 들러리 분량적고 스토리 좀 조잡하고 랑 외국인 아녀자분 의미없이 괴롭히고 아들이야기까지펼쳐놓은게 많긴 했지너무 단순하게 여러 조연들 죽여가면서 영화가 좀 떨어지기는해도 킬링타임용으로는 이만한게 없다고 생각함 재미있게 봄  쫌 아쉬워도 배태랑 잘 만들어보세 ,0.7334229350090027,9,7.0
비질란테 짭아니냐 왜가 빠졌네뭔가아쉽다 ,0.18186330795288086,6,1.0
이랑 비교되는건 어쩔 수 없지만 전작에 비해 졸작 ,0.01047307439148426,6,0.0
떨어진 평점을 보면서 요즘 사람들 참 점점 생각하는거 싫어하는 구나 싶음 선과 악이 무조건 뚜렷해야하고 하나하나 떠먹여주지않는 불친절한 영화는 재미없다고 낙인 찍는 경우가 많은 것 같음 물론 가 를 노리고 설명을 덜한 것도 있지만 그래도 연기력과 압도되는 박진감에 비해 너무 심한 혹평물타기가 아닌가 ,0.030441870912909508,10,0.0
비질란테 복사 붙여넣기 했는데왜 그런거지 원작자한테 허락은 받은건가 ,0.07585697621107101,10,1.0
지루함없이 재미있게봤어요황정민배우님불쌍해요너무 많이 다치시는것같아요 ,0.9920147657394409,10,10.0
비질란테 노웨이아웃 합쳐놓은 ,0.10314077138900757,6,1.0
너무나 뻔한 스토리에 시끄럽기만 한 액션이었다 ,0.008833613246679306,6,0.0
이 너무 재미있어서 기대를 많이 했나 ,0.8631293177604675,4,3.0
시나리오가 빈틈이 많고 디테일이 떨어짐 ,0.0073142326436936855,2,0.0
실감나는 액션씬이 인상 깊었어요무더운 날을 시원하게 날려줄 영화입니다 ,0.9916412830352783,10,10.0
개연성은 도 없어요 빌런이 왜 빌런이 됐는지가 빠져 놓으니까 그냥 생각 없이 보면 적당히 웃기고 재미있어요 배우들 연기력도 좋고 ,0.9912316203117371,8,8.0
학예회 출품작 수준이다 ,0.13055755198001862,1,0.0
베테랑 만큼 오락적재미가 떨어짐 등장인물만 똑같고 전혀 다른 영화같음 일단 재미가 없음 걍 쏘쏘함 액션씬만 볼만하고 다 별로임 쿠키영상도 뭔가 싶음 ,0.0072283619083464146,6,0.0
편보다는 덜하지만 재미있는 액션물입니다 ,0.9923466444015503,8,8.0
인정사정 없는 액션추격씬 답답한 사회문제를 남녀노소 모두 공감하며 통쾌하게 볼 수 있게 해주는 추석특선영화 정의에 대한 정의 내리기 와 정의 구현에 대해 일반인인 관객들도 돌아보게 하는 영화 류스뫈 감독님의 사회에 대한 의식과 액션이 있는 한 편 또 기다려짐 ,0.9919586181640625,8,8.0
베테랑같은 결은 아니고 산만한 느낌은 있었지만점 받을 영화는 절대 아님 적당히 코믹하면서 빌런 매력도 잘 살렸고 액션 타격감도 평타 이상임 ,0.9924910664558411,8,8.0
너무 재미없어서 화가남 ,0.007538200356066227,1,0.0
유치한 액션으로 시작해서 긴장감 없는 악당과의 갈등으로 마무리 ,0.009437394328415394,6,0.0
정해인 눈빛 연기에 시간가는지 모르고 봄 다크하지만 메세지가 있고 감독의 고민을 중간 중간 느낄수 있었음 쿠키 필수 ,0.9924852252006531,10,10.0
비질란테자나 이거  ,0.48745831847190857,1,0.0
놀라울 정도로 촌스럽고 유치하다 ,0.009139781817793846,6,0.0
제 점수는 점입니다 ,0.17333725094795227,10,2.0
베테랑 영화 잘 봤습니다 ,0.8487604856491089,5,4.0
작가의 아이디어는 참신했으나 마지막 개연성이 억지스러웠다 ,0.007757001090794802,6,0.0
점짜리는 아니지만 평점 점대는 절대 아님 난 솔직히 재밌었는데 연기도 다 미쳤고 류승완감독의 요즘 스타일도 나는 설득력 있다고 봄 그리고 솔직히 개헬난이도 촬영이 너무 많은게 느껴져서 응원하는 마음도 있음  ,0.9917460083961487,7,7.0
군데군데 관객들 모두 빵빵 터질만큼 재밌는 장면과 구성들이 있음 범죄도시나 베테랑이나 둘다 사회 이슈들을 유쾌 통쾌하게 풀어낸거지 오락영화에 뭘 기대하느라 평점이 이런거지 연기 다들 너무 잘하고 액션 멋있고 익숙한 메인  다시 들어 즇고 걔가 대학을 어떻게 가 하는슌간 극장의 모든 사람들 다 현웃터짐 ,0.9922900795936584,10,10.0
기대했는데 보고 나니 판 뒤집혔다 ,0.04697750136256218,5,0.0
승완이형 비질란테 재밌게봤구나 ,0.9435499310493469,6,6.0
보단 좀 덜하지 않나 ,0.1508222371339798,6,1.0
진짜 유치하다 빌런이 얼마나 단순햇으면 일후에 해치가 누구였는지 생각이 안나더라 ,0.02256239764392376,5,0.0
정해인님  너무 매력적입니다 ,0.9924582242965698,10,10.0
국민들이 뉴스 언론플레이 속아 죄다 보러 가는구나 솔직히 면 이해한다 돈내고 영화관가긴 돈아깝다 ,0.008628214709460735,1,0.0
관람객의 상상력에 영화 줄거리를 반이상 맡겨논 류승완감독 답지 않은 영화 ,0.023168623447418213,5,0.0
범죄도시 보다는 배 재미남 ,0.5047149658203125,10,5.0
제발 보지마십시오 ,0.029386388137936592,1,0.0
재미있었어요 다만 자극적인 장면이 많았어요 하지만 개인적으로 좋았습니다 ,0.9921370148658752,10,10.0
재밋엇어요오 존잼굳굳굳 ,0.992100179195404,10,10.0
정해인의 신선한 악역연기를 볼 수 있어 좋았습니다 ,0.9924929738044739,10,10.0
웃음 포인트가 중간중간 있으나 어렵다고 표현하고 싶다 액션은 생동감이 있었으나 진지함과 코믹 조화롭지가 않았다고 느껴졌다 ,0.06482216715812683,4,0.0
감독님이 너무 욕심부리심 사회문제를 너무 많이 넣다 보니 스토리 전개가 어수선했음 몸 아끼지 않은 액션신에는 박수가 아깝지는 않음 ,0.014075558632612228,6,0.0
진부하다 류승완 진짜 감다뒤 ,0.031948741525411606,4,0.0
평점 신경쓰지 말고 보세요 이게 우째 점짜리 영홥니까 ,0.1902129352092743,10,2.0
범죄도시보다 훨 재밌음 ,0.9922612309455872,10,10.0
정해인 연기랑 음악이 미쳤습니다 ,0.9730896353721619,10,10.0
연출 스토리 전부 별로였어요배우들의 연기와 정해인 씨는 좋았습니다 ,0.010757004842162132,3,0.0
재밌게 잘 봤습니다 자 ,0.9890846610069275,10,10.0
황정민 정해인  연기넘 잘하심   시간가는줄모르고  끝난영화   시즌가나요  탈옥이라니    넘 재있게봤습니다   ,0.9920090436935425,10,10.0
왜 평점이 이렇게 낮은지 모를정도로 개인적으론 재밌게 봄 ,0.9921271800994873,10,10.0
재밌는데 왜 평점이 낮은걸까 ,0.992459237575531,10,10.0
정해인의 연기 놀라웠습니다 재밌어요 파이팅 ,0.9922618865966797,10,10.0
는 내지말자 상영관 독점으로 천만은 넘을것같은 가 마지막인게 나을것같다 ,0.1961365044116974,4,1.0
전작과는 좀 많이 다른 분위기와 전개네요 여기서 호불호가 갈릴 수 있을 거 같아요 ,0.6592705845832825,7,5.0
너무 재밌던데 왜 평점이 낮은지 모르겟음진짜로 ,0.9921069145202637,10,10.0
어이없는 애가 없어지더니 진짜 어이가 없어졌네스토리의 개연성이 없다 빌런이 왜 빌런이 됐는지 왜 저러는지 아무 이유도 배경도 없고 보면서 든 생각은아니 근데 저새끼 왜 저러는 건데막판 아들 인질극도 그냥 전화 한통으로 너무나도 쉽게 해결해버리고 스토리가 너무 허술함 ,0.007183982990682125,2,0.0
음 만 관객 넘었다는둥 해서 봤는데 솔직히 별로임 홍보만 디립다해서 사람들 속아서 보는거같음 ,0.008243292570114136,6,0.0
최근 우리나라 영화 산업이 왜 이렇게 됬는지 알 수 있었고 기대했던 류승완도 이겨낼 수 없었다  영화 산업 힘들어 재미없다고 하던데 역시 추세는 드라마인듯 근데 언젠가 다시 영화판이 돌아오지않을까 ,0.5235737562179565,5,3.0
감독이 거꾸러가는듯고딩이 만든영화같어 ,0.011290102265775204,5,0.0
정해인만 눈에 들어옴 연기 잘함 황정민은 조폭같음 전체적인 내용이 탄탄하지도 않고 액션씬만 멋있음 내용이 산으로 감 ,0.007720031775534153,4,0.0
액션은 괜찮았어요 ,0.18949098885059357,6,1.0
류승완 감독 죽거나 시절부터 참 좋아했었는데 베테랑 편 이후로 연출력이 내리막길로 가는듯진짜 노잼이고 쿠키 대사 처럼 장난하냐 흥행에 집착하지 말고 부당거래 처럼 날것 그대로 가져와 ,0.007324605248868465,4,0.0
액션에 올인한 편큰재미는 없었다 결론은 돈아깝 ,0.025680046528577805,4,0.0
전개 및 개연성 없는 스토리  편보다 떨어지는 개그 요소들소문난 잔치상에 먹을것없다 라는 비유가 정확하네요 ,0.01557114440947771,1,0.0
나눈 완전 재밌게 봤는뎅 특하 정해인 완전 연기 소름 ,0.991971492767334,10,10.0
재미있게 잘봤습니다 배우들의 노력이 보이네요 ,0.9923572540283203,10,10.0
왜그랬을까 이번엔왜 어디서 많이 본 듯한 내용일까황정민이 장면마다 맛을 다 살려서 그나마 괜찮았지 그가 아니었으면 감흥 없었을 것 같음 방송장면 유튜브장면 길게 들어갔던 것도 정말 지루했다 ,0.014176524244248867,6,0.0
밀수까진 괜찮았는데 ,0.09455529600381851,4,0.0
악평 만큼 나쁘지는 않았다만이번 빌런 설정은 다소 생뚱 맞더라는 ,0.474625825881958,7,3.0
시간가는줄 모르게봤음  평점이 너무 안좋아 기대없이 봤는데 한가지만빼고 다 좋았음 쿠키영상 할말하않 ,0.9924191236495972,9,9.0
다들 그렇게 비교하고 그러지만 각자의 연기나 내용이 다 다른 것 아닌가 난 너무 재미있게 봤음편은 편대로 편은 편대로 재미있음간만에 이런 유쾌하고 통쾌했다  편도 기대함 ,0.9917498230934143,10,10.0
재미있게 봤어요 정해인 연기 잘하네요 ,0.992055356502533,7,7.0
돈아깝다 나중에 무료로 보세요 ,0.007620557211339474,1,0.0
진짜 재밌다고 정해인 눈빛만 기억남 ,0.024862240999937057,2,0.0
베테랑  때처럼 돈이나 권력을 가진 명백한 빌런이 사라지고 우리가 스스로를 돌아보지 않으면 스스로가 빌런이 될 수 있음을 받아들이기 불편한 관객들 이 영화의 연출이나 스토리 전개는 잘못이 없었다 개인적으로 너무 재밌었고 네이버 평점 점 이상이어야 한다고 생각한다 ,0.9922491312026978,10,10.0
스릴러를 찍을 깜이 안됨을 류승완 본인도 잘 알고 있기에 복선이나 장치들을 설치하는 수고는 발로 차버리고 처음부터 연쇄살인범의 얼굴을 까고 시작한다 어차피 전작의 과한 흥행에 기대어 기획된 프랜차이즈풋 영화라면 굳이 빌런을 연쇄살인범으로 한 이유를 모르겠다 스릴러와 서스펜스라는 소재를 몽땅 날려 쳐먹었는데 굳이 빤치 좋은 시리얼 킬러로 설정할 이유가 무엇인가 그래서 허술한 크라임 씬에 헛웃음이 나고 얼른 류승완이 좋아하는 개싸움이나 나와라 하는 심정이 되어버린다 황정민은 연기를 잘하지도 않고 길복순에서 보듯 대강 할 때가 많지만 특유의 쪼 로 관객들에게 연기 잘한다는 최면을 십여년 넘게 걸고 있는 중인데 그나마 오달수 외엔 합이 전혀 맞지 않아 둥둥 뜬다 권해효라니 퀀해효라니  그 외에 수많은 독립영화 스타 배우들을 가져다가 명절 다음날 잡탕찌개로 쓰는 것을 보면 조금 씁슬하기도 하다 안보현은 딴에는 작은 역이지만 대선배들과 함께 할 수 있는 소중한 기회를 얻었다고 생각하고 싶겠지만 그건 대단한 착각이다 흥행용 장식으로 쓰고는 싶은데 연기력이 안 되는 배우를 써야만 하는 경우에 좀 짓궂은 감독들은 그런 배우들을 데려다가 연기가 필요 없는 역할귀신 외계인 사이보그 등으로 쓰는 개짓거리를 할 때가 종종 있다 그러니까 좀 분한 마음을 갖고 연기력을 키우길 바란다안 되겠지만 뭔가 흉내는 내지만 잘 따라하지도 독창적이지도 않고 어설프게 허덕허덕 해내는 감독이 드디어 영혼의 짝을 만나 장기하를  두편 연속 기용하였다 이 영화의 구려 터진 부분은 하루 종일 떠들 정도로 많지만 사실 진짜 구린 부분은 장기하의 기용이다 그냥 원래 류승완 본인 까라로 나갔다면 이사람이 년대 홍콩 영화를 보고 자라서 그런지 편집도 이상하고 개그도 유치하고 배우들도 뜩닥뚝닥 대는구나 해 줄텐데 장기하를 끼얹어서 알리바이도 날려버렸다 제일 짜치는 부분이다 앞으로 류승완의 영화를 또 보게 될까 아마도 하지만 에서나 ,0.2189614474773407,6,1.0
솔직히 에 비해 많이 실망전체적으로 너무 산만함대신 그나마 액션이 화려했음배우들의 명품연기에 비해 스토리가 아쉽네요 ,0.007456683088093996,8,0.0
정해인과 안보현의 재발견 ,0.8935155272483826,7,6.0
오랜만에 돌아와서 그런가 너무 늙어버린 황정민과 형사 식구들 ,0.07157909125089645,6,0.0
평점대비나름 볼만하긴함요즘 관객수준은 오르는데나만제자리인가평점점은 아님 ,0.2203831821680069,7,2.0
진짜 액션 빼곤 볼 게 없다 쿠키도 크레딧 다 기다려서 봤는데 진짜 장난하냐 ,0.007319950964301825,1,0.0
안준호가 왜 흑화한건지에 대한 내용이 전혀 없어서 아쉬움 끝나기전엔 그 내용이 나올줄 알았는데 결국 안나옴 뜬금없이 나타나서 훅 사라지는 안준호의 캐릭터는 도대체 무슨 생각으로 만든건지 ,0.01697307638823986,4,0.0
일단 배우들 연기는 나쁘지않다 전작은 선과악의 대결이였다면 편은 선과선의 대결인데 선을 풀어내는 방법이 다를뿐최악의 빌런을 기대했던 사람들에게는 실망을 했을것같다 류승완감독 영화치고 액션이 좀 약하지않았나싶다액션씬이 많고 액션도 나쁘지않았지만 류승완이라는 기대치에 비하면 평범하지 않았나싶다 차라리 정해인이 이중인격자라면 어땠을까 빌런치고는 좀 응원을 하고싶을정도 였으니까그냥 흔한 액션영화를 한편본 느낌이다이젠 황정민도 비슷한 부류에 시나리오는 그만해야하지 않을까싶네너무 다 비슷한 영화들이 많아서 이젠 헤깔릴지경 ,0.6480621099472046,6,4.0
시간순삭용 영화로 좋은거 같아요배우들의 연기가 넘 좋아요사회 문제들을 훑어주며 정의에 대해 꼬집는 감독의 의도는 조금 더 진하게 묻어나왔음 좋았을듯 합니다 ,0.8247003555297852,10,8.0
전작과 다르게 나름의 모험을 했다는 건 인정 단 그것만 인정 ,0.03158282861113548,5,0.0
액션은 좋으나 나머지는 기대 이하였다 ,0.008454571478068829,6,0.0
평점이 너무 나쁜데 개인적으로 전 재밌었음 ,0.9921173453330994,10,10.0
 조금 부족하네요 점 드립니다 ,0.1043839380145073,8,1.0
액션 좋았고 정해인 동공 좋았고음아끝 ,0.9890385866165161,6,6.0
출연진 팬 평점일반인 평점 점씨끄럽고 내용없고 재미없다 ,0.00728836003690958,1,0.0
베테랑편을 좋게 본 사람들도 편보다 덜하다는 느낌이 강할것이다 사이다도 없는 악역의 서사도 없는 어설픈 사회고발이 아쉽다 남은건 남산액션과 정해인의 눈빛 차라리 베테랑이 아닌 다른 영화였다면 어땠을까 ,0.08119218051433563,8,1.0
영화 본 내 반응은  이거 뭐야 딱 이거였음 인터넷 렉카  설정부터 노잼이고 신승환 이 사람은 재미도 캐릭터도 없는데 왜 나왔는지 그냥 영화 배우랑 안맞는거 같음 오달수가 유머 칠 때도 극장에서 웃는 사람이 진심 아무도 없었음 류승완 감독 진심 감이 떨어진 거 같은게 위에 댓글처럼 후진것만 정성스레 모아왔음 그리고 화면이 어두워서 초반에 잘 보이지도 않았음 ,0.007051251363009214,2,0.0
정해인땜에 재미가 없음 ,0.008028131909668446,5,0.0
불호평이 세서 걱정했는데 재밌게 봤어요 ,0.9922047257423401,8,8.0
큰 기대안했는데 재밌었어요 ,0.9923219084739685,8,8.0
왠만하면 별점 안남기는데 정말 보지마세요스토리 연계성 재미 감동 아무것도 남는게 없는영화 ,0.007374197244644165,1,0.0
베테랑 편을 정말 사랑하는 사람으로써 보기전부터도 온갖 혹평이 난무하길래 기대치를 어느정도 빼고 갔는데 그럼에도 불구하고 엔딩크레딧 나올때 유아인의 어이가 없네 표정을 지을 수 밖에 없었다 어이가 없는걸 넘어서서 편을 다시 볼때는 슬프기까지 했다 이게 류승완 감독이 편으로 연출한 작품이 정말 맞는지 확인했을 정도다  편을 답습하고 싶지 않고 시대상을 반영하고 시간의 흐름도 보여주고 싶었던건 알겠다 하지만 그런 감독의 노력들이 역부족이라는 느낌만 들 뿐이었다 어쩌면 감독 자체가 이 시대의 새로운 범죄들에 대해 깊이 공감 못하고 있는게 아닌가 싶었는데 그러다 보니 본인이 가장 잘하는 무언가가 발현이 되지 않은 느낌이다 시리즈물 장르영화 임에도 불구하고 이번에 힘을 너무 뺀건지 시덥지않은 유머가 이제 싫은건지 대체 감독이 영화 완성하고 본인은 만족할 수 있었는지 한번 물어보고 싶다 ,0.4272118806838989,2,1.0
난 재밌던데  안보고 봐도 이해되고 았는뎀 ,0.992203950881958,10,10.0
선과 악의 모호함 함께 공존하네요 ,0.9339798092842102,6,6.0
평점보고 기대안하고 갔는데 잉 재미있던걸요객관적인 점수는 점정도악플이 많아 점줍니다쿠키도있어요 메가박스강남에서 ,0.9924902319908142,9,9.0
평점 너무 낮아서  점정도 되는 영화재미있게 잘 봤다 ,0.9922245740890503,10,10.0
과 를 같은 급 같은 영화라고 보면 안 될 영화스토리 부실 개연성 뚝 떨인 편의 악평들을 본 관계자들은 마치 계획이라도 했던 듯 편에 찍어내겠구나 그렇게 되면 편은 미완성작이라는 건데 그런 덜 떨어진 영화를 돈 내고 본 나는 바보였다 고 까지만 쓰고 싶지만 스토리 개연성 다 버리고 정해인이란 배우의 연기만을 본다면 괜찮았다 황정민 보러 갔다가 정해인 얼굴 좋다는 말만 연신 하다 나옴 생긴 걸 말하는 게 아닌 배우로서의 얼굴눈빛부터 낯빛 등 모든 것을 아우르는 ,0.11569701880216599,2,0.0
걍 세뇌로 가득찼네표현의자유에 대한 경멸 외노자는 좋은사람 전기차홍보 등등 미리 짜둔 아젠다를 세뇌시키기 위한 대사들을 억지로 끼워넣으려고 하니까 영화가 산으로 가지 ,0.007859393954277039,1,0.0
액션과 연기는 좋음 이상한 오프닝과 엔딩 난잡한 스토리가 단점 ,0.03187701106071472,6,0.0
호불호 개인적차이라는 견해로 양심까지 팔아넘기지 마라 핵노잼이다 이제 지겹다 이렇게 재미없는거 보는것도 ,0.007147873751819134,1,0.0
빌런 표현이 좀 아쉽고 재미요소도 조금 부족했던듯 ,0.06529892981052399,6,0.0
이런거보면 유치해도 범죄도시가 롱런할만함  복잡한건 시름 ,0.16182257235050201,8,1.0
오락 영화로 충분히 재밌다범죄의 도시 보다 약하고  보다는 훨씬 훌륭하다 특히 요즘 문제가 되는 사회적 현상에 대해 다루는 모습이 좋았다 ,0.9919133186340332,8,8.0
액션영화 좋아하는 편이 아닌데 완전 몰입해서 본 영화 시간이 길게 느껴지지 않았다 배우들 연기력이 스크린을 뚫고 나옴 ,0.9922952651977539,10,10.0
정해인 광끼 제대로 표출하고 반전이라고 할것도 없는데 반전을예상했다는듯이 허접하다고 욕을하네  대놓고 첨부터 보여줬는데 그냥 이영화의 목적인 킬링타임을 편치고 잘달성했다고 생각하는데뭐 그거야 개인차라 치더라도 너무 비난을 위한 맹비난을 쏟아내는게 좀심하네 사람들 ,0.08400999009609222,7,1.0
정의를 지키기 위해 고군분투하는 베테랑들 ,0.6060301065444946,8,5.0
평점보고 기대안하고 봤는데 전작 생각안하고 보면 재밌습니다 정해인 얼굴과 연기가 큰 역할을 한 것 같아요 ,0.9922965168952942,10,10.0
가볍게 보기 좋은 영화인 것 같습니다 정해인 배우 액션이  ,0.9808128476142883,10,10.0
왜 평점이 낮을까 의문이들어서 내가보고 판단한다는 마음으로 들어갔는데 시원한 액션역시 우수한 배우들의 고생에 박수를 보냅니다시댁갔다오고 꿀꿀답답했는데 실화바탕 베테랑덕분에 시원하게 재밌게 잘봤습니다 직접보고 판단합시다 다 각자의 상황에 따라 다르게 느껴지고 보이니 ,0.9921947717666626,10,10.0
편과 비교하지 말고 봤을때 괜찮음액션 연기 정해인 미모 굳 ,0.9921309351921082,8,8.0
그래서 영화를 통해 하고 싶은 말이 뭔데 ,0.06526368111371994,2,0.0
그럭저럭 볼만했습니다 ,0.7488207817077637,8,6.0
배우님들 연기가 너무 좋았고 영화 볼 때는 왜 저래야만 했나 하는 의구심이 있었지만 인터뷰에서 악역에게는 어떠한 서사도필요 없다는 이야기를 보고 이해하게 되었습니다 무슨 이유였든 그 죄가 없던게 되는건 아니니까요 ,0.9920898675918579,10,10.0
는 대개 졸작이다는 을 이길 수 없다 ,0.023073114454746246,1,0.0
중요한 사건에 정해인이 같은 팀에 합류하는 데잏어서 뒤늦게 신분확인한다는 점 등이 이해되지 않았고 두서 없이  사건이진행되면서 급하게 마무리 된듯 한 작품이었다 ,0.6633089184761047,6,4.0
정해인 배우액션연기 짱이었어요또 보러갑니다 ,0.9922498464584351,10,10.0
배우들의 연기도 훌륭하고 생각해볼만한 사회적 이슈를 유머와 함께 담고 있는 수작이에요 한 번 보고  영상 보고 다시 또 보니 안보이던 부분이 보이네요 ,0.9921151995658875,10,10.0
진심으로 실망스럽네요 ,0.007875453680753708,1,0.0
스토리와 연출은 고개를 갸웃하게 만들어도 배우들 연기가 멱살 잡고 끌고 갔습니다 특히 정해인 배우 새롭게 보게 되었습니다 몇몇 장면이 너무 인상적이어서 다시 보고 싶음 ,0.9918826222419739,8,8.0
액션도 좋고 배우들 연기도 좋아서 러닝타임용으로 보기 좋았어요 ,0.9919765591621399,9,9.0
정해인이 액션을 이렇게 잘하는 배우인지 몰랐어요 최고 ,0.9923298954963684,10,10.0
옆동네 비현실적인 마저씨보다 현실적인 황저씨와 눈깔 돌아있는 범인 ,0.939567506313324,10,9.0
점도 존나놀라운 점수다 점정도가 딱 적당 아 되도않는 억지개그좀 넣지말고 드립력 연출력 딸리면 ,0.02133418619632721,1,0.0
딱 이정도 입니다 ,0.03346996754407883,4,0.0
편이 존잼이라 글치 편도 볼만하던데너무 까이는듯 ,0.12292267382144928,8,1.0
류승완 감독님 작품 특유의 재치있고 맛깔나는 대사 그리고 어디서 본 듯 하지만 시원한 액션에 그 동안 재밌게 즐겨왔으나 누군가 감독님의 목에 칼을 데고 협박을 하며 완성된 거지 발싸개 같은 작품을 보게 되어 혹시나 하는 마음에 글 남깁니다경찰에 신고가 필요한 급한 상황이시면 답글 부탁드립니다 ,0.9889196753501892,1,1.0
정해인이 미쳤네 ,0.26398178935050964,8,2.0
정해인 배우의 액션연기가 좋았어요 ,0.9924079179763794,8,8.0
킬링타임용으로는 좋은데 뭔가 주연이 더욱 빛나는 느낌이 강해서 아쉽네요 ,0.7548051476478577,8,6.0
너무 재미있게 잘 봤어요배우분들 연기가 정말 짱  ,0.9914719462394714,10,10.0
해치가 감독이었다 라는 평에 동의한다 ,0.18821613490581512,1,0.0
난 재밌게 잘 봤는데 평점이 왜이러지 ,0.9920714497566223,10,10.0
기대안하고 봤는데 넘 재밌었어요 다 연기 넘 잘하구요 정해인 눈빛 살벌하네요 ,0.9916470050811768,10,10.0
정해인 때문에 본거라 괜찮았어요 처음부터 빌런인줄 알고봐서 그런가 반전이 없어서 아쉽긴 했습니다 중간중간에 잔인한 장면이 있어서 좀 놀랬어요 ,0.9916257858276367,8,8.0
정해인의 연기만 빛을 발한 영화 감독님 왜 이렇게 되셨나요 ,0.01693873293697834,5,0.0
베테랑 재미있게 관람했어요 액션장면 너무 박진감 넘치고 화려했어요 신나고 멋졌어요 코믹한 장면도 즐거웠어요 ,0.991054117679596,10,10.0
어쩌라는 건지 모르겠다 ,0.024752501398324966,4,0.0
그래도 간만에 기대하고 본 영화 ,0.4163157343864441,6,2.0
영화 베테랑 잘봤습니다 ,0.8552956581115723,6,5.0
추석 말고 겨울에 나오는게 낫지 않았을까 싶네요 안그래도 더운데 내용까지 시원한 내용이 아니다보니 영 별롭니다 ,0.02967243827879429,5,0.0
편이 더 재밌었습니다 ,0.15439224243164062,6,1.0
감독의 역량과 전작의 날카로움을 생각하면 아쉬움이 더 크지만 타격감 가득한 액션 시퀀스만큼은 속이 다 시원 ,0.6840213537216187,6,4.0
다른건 몰라도 이거 땜에 다른 영화 상영을 안해서 좀 화난다 ,0.0799412652850151,6,0.0
편에 많이 못미치는 속편 ,0.01518920622766018,6,0.0
황정민 배우의 연기는 말할 것도 없이 잘하시고 정해인배우의 다른 모습을 봤네요 악역도 잘어울려요 가볍게 보기에 좋았습니다 ,0.9920944571495056,10,10.0
진지하게 한국 영화 발전을 위해서라도 이런 영화 안 나왔으면 좋겠습니다 ,0.15390895307064056,1,0.0
정해인 연기가 엄청나다 ,0.930778443813324,10,9.0
뻔한 윤리적 가치법의 가치에 대한 레파토리너무 노잼이고뻔한 개그였음 ,0.008431869558990002,6,0.0
